farmer_id,land_size_acres,upi_transaction_volume,emi_status_last_12_months,overdraft_usage_frequency,pm_kisan_installments_received,input_loan_amount_last_3_seasons,new_crop_adoption_flag,agritech_tool_usage,agri_scheme_switch_behavior,yield_recovered_units,income_volatility_value,budgeting_habit_value,social_connections_count,proximity_to_defaulters_score,reliable_contacts_count,linked_to_exporter,electricity_consumption_kwh,in_cooperative,utilizing_coop_benefit,market_access_value,digital_network_engagement_value,seasonality_profile_Both,seasonality_profile_Kharif,seasonality_profile_Rabi,crop_Cotton,crop_Maize,crop_Pulses,crop_Rice,crop_Sugarcane,crop_Vegetables,crop_Wheat,utility_0,utility_1,utility_2,utility_3
FARM0070,0.9037372593431483,0.6987172691614545,0.4545454545454546,0.3333333333333333,0.4,0.5333081570996979,,0.0,1.0,0.05084745762711862,0.06,0.8282828282828284,0.7303370786516854,1.0,0.5294117647058822,,0.5003484320557491,,,0.46,0.36363636363636365,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
FARM0071,0.33861834654586637,0.11321954839393616,0.2727272727272727,0.5555555555555556,0.0,0.7118580060422961,,1.0,0.0,0.0,0.14,0.6565656565656567,0.42696629213483145,0.3333333333333333,0.1764705882352941,,0.30367789392179634,,,0.89,0.29292929292929293,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FARM0072,0.9195922989807475,0.7348669564295559,0.8181818181818182,0.5555555555555556,0.8,0.4079556898288016,,0.0,0.0,0.983050847457627,0.2,0.060606060606060615,0.34831460674157305,0.1111111111111111,0.23529411764705882,,0.43070073557878435,,,0.18,0.11111111111111112,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
FARM0073,0.9071347678369197,0.5057775893141101,0.09090909090909091,0.5555555555555556,0.8,0.38288016112789525,,0.0,0.0,0.7288135593220338,0.25,0.5252525252525253,0.1348314606741573,0.4444444444444444,0.10588235294117648,,0.3113046844754162,,,0.06,0.31313131313131315,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FARM0074,0.9614949037372593,0.09742393724159865,0.8181818181818182,0.6666666666666666,0.6000000000000001,0.08245216515609266,,1.0,0.0,0.4576271186440678,0.37,0.6060606060606062,0.797752808988764,0.8888888888888888,0.8823529411764706,,0.5277971351142083,,,0.84,0.5454545454545455,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
FARM0075,0.18006795016987542,0.44280716633096573,0.7272727272727273,0.0,0.2,0.13899798590130913,,0.0,0.0,0.35593220338983056,0.56,0.19191919191919193,0.6853932584269662,0.4444444444444444,0.6823529411764706,,0.7391018195896244,,,0.17,0.9393939393939396,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
FARM0076,0.31143827859569645,0.026078660023322382,0.6363636363636364,1.0,0.0,0.3882175226586102,,1.0,1.0,0.13559322033898302,0.5700000000000001,0.9292929292929294,0.07865168539325842,0.5555555555555556,0.1411764705882353,,0.44754161827332556,,,0.15,0.595959595959596,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FARM0077,0.8776896942242356,0.3320258666383971,0.09090909090909091,0.2222222222222222,0.6000000000000001,0.8117321248741188,,0.0,0.0,0.47457627118644063,0.25,0.595959595959596,0.28089887640449435,0.1111111111111111,0.12941176470588234,,0.3178861788617886,,,0.59,0.6262626262626264,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FARM0078,0.770101925254813,0.5422453090215202,0.36363636363636365,0.5555555555555556,0.4,0.6268378650553877,,1.0,0.0,0.8983050847457626,0.27,0.494949494949495,0.696629213483146,0.1111111111111111,0.43529411764705883,,0.28497870692992644,,,0.3,0.7070707070707072,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
FARM0079,0.031710079275198186,0.4792748860383759,0.18181818181818182,0.3333333333333333,0.4,0.6433282980866062,,0.0,0.0,0.5254237288135594,0.26,0.5757575757575758,0.9550561797752808,0.3333333333333333,0.5411764705882354,,0.5560588463027487,,,0.45,0.5353535353535355,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
FARM0080,0.27859569648924115,0.8489345913283155,0.6363636363636364,0.5555555555555556,0.2,0.9793303121852971,,1.0,1.0,0.288135593220339,0.65,0.20202020202020202,0.24719101123595505,0.1111111111111111,0.2,,0.6279907084785133,,,0.9500000000000001,0.8787878787878789,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FARM0081,0.826727066817667,0.8971695112901517,0.6363636363636364,0.6666666666666666,0.0,0.010574018126888185,,1.0,1.0,0.03389830508474567,0.2,0.47474747474747475,0.9550561797752808,1.0,0.8705882352941177,,0.3603948896631824,,,0.87,0.7777777777777779,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
FARM0082,0.1981879954699886,0.32471112053429446,0.6363636363636364,0.6666666666666666,0.8,0.46661631419939575,,1.0,0.0,0.6271186440677966,0.96,0.15151515151515152,0.5617977528089888,0.4444444444444444,0.4941176470588235,,0.30627177700348435,,,0.67,0.8080808080808082,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
FARM0083,0.13476783691959232,0.8291105692780664,1.0,1.0,0.2,0.48431520644511583,,0.0,0.0,0.7288135593220338,0.55,0.3434343434343435,0.8314606741573034,0.3333333333333333,0.5647058823529412,,0.49016647309330247,,,0.67,0.9797979797979799,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
FARM0084,0.10985277463193659,0.6603413548181915,0.18181818181818182,0.1111111111111111,0.0,0.5002517623363545,,0.0,1.0,0.6440677966101694,0.51,0.8080808080808082,0.5393258426966292,0.7777777777777777,0.5647058823529412,,0.5100658149438637,,,0.22,0.10101010101010102,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
FARM0085,0.5152887882219704,0.025442595144704754,0.8181818181818182,0.7777777777777777,0.2,0.800226586102719,,1.0,1.0,0.0847457627118644,0.49,0.5454545454545455,0.8651685393258426,0.6666666666666666,0.6235294117647059,,0.4979868370112272,,,0.31,0.33333333333333337,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
FARM0086,0.6296715741789355,0.3514258454362345,0.8181818181818182,0.7777777777777777,0.2,0.6877895266868076,,1.0,1.0,0.8474576271186439,0.41000000000000003,0.9393939393939396,0.15730337078651685,0.8888888888888888,0.1764705882352941,,0.23646922183507552,,,0.27,0.41414141414141414,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
FARM0087,0.28086070215175535,0.3933001166118944,0.8181818181818182,0.3333333333333333,0.4,0.15229103726082577,,0.0,1.0,0.40677966101694907,0.79,0.8787878787878789,0.6179775280898876,0.1111111111111111,0.38823529411764707,,0.30929152148664346,,,0.62,0.42424242424242425,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FARM0088,0.04643261608154019,0.6606593872575003,0.09090909090909091,0.3333333333333333,0.2,0.7200654582074522,,0.0,0.0,0.7966101694915254,0.26,0.9797979797979799,0.6067415730337078,0.8888888888888888,0.6352941176470588,,0.35036778939217966,,,0.2,0.7272727272727274,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
FARM0089,0.18233295583238956,0.378988656842998,0.36363636363636365,0.5555555555555556,1.0,0.8667170191339376,,0.0,0.0,0.6101694915254238,0.06,0.8282828282828284,0.23595505617977525,0.6666666666666666,0.10588235294117648,,0.3402632597754549,,,0.08,0.595959595959596,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
FARM0090,0.36806342015855037,0.7007314746104103,0.0,0.5555555555555556,0.2,0.661631419939577,,0.0,1.0,0.49152542372881347,0.04,0.5454545454545455,0.5842696629213482,1.0,0.4941176470588235,,0.48222996515679445,,,0.18,0.32323232323232326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
FARM0091,0.8980747451868629,0.4124880737835259,0.2727272727272727,0.2222222222222222,0.2,0.9017623363544814,,1.0,1.0,0.288135593220339,0.98,0.6767676767676769,0.3146067415730337,0.1111111111111111,0.2823529411764706,,0.6607433217189314,,,0.21,0.4646464646464647,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
FARM0092,0.1676104190260475,0.8021838227499205,0.6363636363636364,0.0,0.4,0.14277442094662635,,1.0,1.0,0.05084745762711862,0.88,0.7171717171717172,0.5280898876404494,0.3333333333333333,0.5411764705882354,,0.3873403019744484,,,0.61,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
FARM0093,0.6919592298980747,0.6686101982402205,0.18181818181818182,0.4444444444444444,0.0,0.7704431017119838,,1.0,0.0,0.983050847457627,0.39,0.38383838383838387,0.20224719101123595,0.4444444444444444,0.11764705882352941,,0.4645373596593109,,,0.4,0.8181818181818183,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FARM0094,0.566251415628539,0.10664687798155412,0.4545454545454546,0.6666666666666666,0.0,0.1506797583081571,,1.0,0.0,0.9491525423728814,0.52,0.24242424242424243,0.24719101123595505,0.5555555555555556,0.3176470588235294,,0.4182346109175377,,,0.23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
FARM0095,0.6795016987542468,0.4906180430403901,0.6363636363636364,0.2222222222222222,0.8,0.21374622356495465,,0.0,1.0,0.11864406779661019,0.11,0.09090909090909093,0.5730337078651686,0.8888888888888888,0.6235294117647059,,0.4192024777390631,,,0.55,0.16161616161616163,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FARM0096,0.17214043035107585,0.40379518710908513,0.6363636363636364,0.6666666666666666,0.4,0.7381923464249748,,0.0,0.0,0.23728813559322026,0.67,0.35353535353535354,0.33707865168539325,0.7777777777777777,0.35294117647058826,,0.8392179636082076,,,0.56,0.6969696969696971,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
FARM0097,0.6398640996602492,0.7456800593660554,0.0,0.1111111111111111,0.2,0.9808157099697884,,1.0,0.0,0.4237288135593219,0.52,0.9797979797979799,0.5842696629213482,0.5555555555555556,0.5411764705882354,,0.6855207123499806,,,0.28,0.98989898989899,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FARM0098,0.11891279728199321,0.5195589950174918,0.9090909090909092,0.0,0.8,0.433987915407855,,1.0,0.0,0.13559322033898302,0.7000000000000001,0.12121212121212123,0.41573033707865165,0.0,0.4117647058823529,,0.6087882307394502,,,0.5700000000000001,0.9090909090909092,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
FARM0099,0.740656851642129,0.9215519983038271,0.0,0.1111111111111111,0.2,0.3312185297079556,,1.0,1.0,0.6271186440677966,0.64,0.4646464646464647,0.5056179775280898,0.2222222222222222,0.3176470588235294,,0.7617499032133178,,,1.0,0.6060606060606062,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
FARM0100,0.19705549263873157,0.6395632354500159,0.6363636363636364,1.0,0.2,0.9917925478348438,,1.0,1.0,0.2033898305084746,0.22,0.7070707070707072,0.28089887640449435,0.2222222222222222,0.2117647058823529,,0.6211769260549748,,,0.98,0.030303030303030304,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FARM0101,0.9637599093997735,0.9203858793596947,0.4545454545454546,0.8888888888888888,0.6000000000000001,0.5867573011077543,,0.0,0.0,0.983050847457627,0.87,0.4646464646464647,0.44943820224719105,0.0,0.2117647058823529,,0.5201703445605884,,,0.21,0.4444444444444445,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FARM0102,0.5243488108720271,0.5974769426481502,0.7272727272727273,0.0,0.0,0.7159113796576032,,0.0,0.0,0.9999999999999999,0.48,0.060606060606060615,0.33707865168539325,0.2222222222222222,0.2823529411764706,,0.4180797522260938,,,0.03,0.41414141414141414,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
FARM0103,0.9365798414496036,0.644651754478957,0.0,0.0,0.6000000000000001,0.6701409869083585,,0.0,1.0,0.1694915254237288,0.81,0.32323232323232326,0.8764044943820224,0.5555555555555556,0.8,,0.22911343399148282,,,0.87,0.7575757575757577,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
FARM0104,0.14156285390713474,0.14014629492208205,0.5454545454545454,0.0,0.0,0.753323262839879,,1.0,0.0,0.5762711864406779,0.46,0.7373737373737375,0.8202247191011236,1.0,0.7647058823529411,,0.2197831978319783,,,0.58,0.5757575757575758,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
FARM0105,0.10645526613816535,0.8406657479062865,0.6363636363636364,0.6666666666666666,0.4,0.17809667673716012,,0.0,1.0,0.288135593220339,0.25,0.48484848484848486,0.33707865168539325,0.6666666666666666,0.35294117647058826,,0.6202090592334494,,,0.46,0.07070707070707072,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
FARM0106,0.6070215175537939,0.7855401250927595,0.0,0.5555555555555556,0.6000000000000001,0.8472054380664652,,0.0,1.0,0.5932203389830507,0.73,1.0,0.5280898876404494,0.2222222222222222,0.2823529411764706,,0.46937669376693775,,,0.05,0.36363636363636365,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
FARM0107,0.2208380520951302,0.08067422877133468,0.2727272727272727,0.6666666666666666,1.0,0.11769889224572,,1.0,1.0,0.7627118644067795,0.06,0.33333333333333337,0.29213483146067415,0.8888888888888888,0.15294117647058825,,0.5259775454897406,,,0.84,0.4040404040404041,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
FARM0108,0.5968289920724802,0.6320364677197075,0.0,0.1111111111111111,0.2,0.5516112789526687,,1.0,1.0,0.6440677966101694,0.08,0.686868686868687,0.8539325842696628,1.0,0.9294117647058824,,0.802710027100271,,,0.5700000000000001,0.19191919191919193,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
FARM0109,0.6523216308040769,0.6636276900243825,0.36363636363636365,0.7777777777777777,0.4,0.3045317220543806,,1.0,0.0,0.9152542372881355,0.85,0.5757575757575758,0.12359550561797752,0.7777777777777777,0.15294117647058825,,0.6780874951606659,,,0.09,0.9494949494949496,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
FARM0110,0.5062287655719139,0.7357150429343794,0.4545454545454546,0.0,0.0,0.222583081570997,,1.0,0.0,0.9661016949152542,0.98,0.11111111111111112,0.898876404494382,0.2222222222222222,0.8470588235294116,,0.448432055749129,,,0.13,0.4040404040404041,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FARM0111,0.8720271800679501,0.36149687268101344,0.36363636363636365,0.2222222222222222,0.4,0.44171701913393757,,1.0,1.0,0.1694915254237288,0.78,0.15151515151515152,0.07865168539325842,0.6666666666666666,0.09411764705882353,,0.24208284939992258,,,0.78,0.787878787878788,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
FARM0112,0.1370328425821064,0.39224000848086504,0.0,0.6666666666666666,0.8,0.4867824773413897,,1.0,0.0,0.4237288135593219,0.01,0.04040404040404041,0.898876404494382,0.7777777777777777,0.8352941176470587,,0.5177700348432056,,,0.64,0.494949494949495,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FARM0113,0.32389580973952437,0.9086186791052688,0.2727272727272727,0.7777777777777777,0.6000000000000001,0.11795065458207449,,1.0,1.0,0.9661016949152542,0.41000000000000003,0.8181818181818183,0.1797752808988764,0.3333333333333333,0.16470588235294117,,0.548509485094851,,,0.2,0.4040404040404041,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FARM0114,0.31257078142695355,0.35693840771758717,0.18181818181818182,1.0,0.6000000000000001,0.2877895266868077,,1.0,0.0,0.5084745762711863,0.59,0.38383838383838387,0.6741573033707864,0.1111111111111111,0.6588235294117646,,0.4072783584978707,,,0.05,0.3434343434343435,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FARM0115,0.020385050962627396,0.41513834411109934,0.6363636363636364,0.3333333333333333,0.8,0.6523162134944612,,0.0,0.0,0.23728813559322026,0.87,0.5757575757575758,0.033707865168539325,0.8888888888888888,0.08235294117647057,,0.8503290747193185,,,0.06,0.787878787878788,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
FARM0116,0.10419026047565118,0.737941270009541,0.5454545454545454,0.5555555555555556,0.0,0.8362286002014098,,1.0,0.0,0.8305084745762711,0.84,0.8989898989898991,0.32584269662921345,0.2222222222222222,0.2117647058823529,,0.3137437088656601,,,0.21,0.9393939393939396,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FARM0117,0.32163080407701017,0.5766988232799746,0.4545454545454546,0.1111111111111111,0.4,0.6481369587109769,,1.0,0.0,0.10169491525423724,0.07,0.3434343434343435,0.32584269662921345,0.6666666666666666,0.18823529411764706,,0.7048393341076268,,,0.29,0.6767676767676769,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FARM0118,0.4122310305775765,0.039754054913601185,0.2727272727272727,0.7777777777777777,0.6000000000000001,0.6223816717019134,,0.0,1.0,0.6271186440677966,0.73,0.4040404040404041,0.49438202247191004,0.3333333333333333,0.38823529411764707,,0.30325203252032523,,,0.48,0.9191919191919193,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FARM0119,0.6036240090600226,0.859853705077918,0.0,0.7777777777777777,0.4,0.8835850956696879,,1.0,0.0,0.11864406779661019,0.68,0.0202020202020202,0.10112359550561797,0.1111111111111111,0.07058823529411765,,0.5918312040263259,,,0.21,0.37373737373737376,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FARM0120,0.1528878822197055,0.13940421923036148,1.0,0.6666666666666666,1.0,0.5522910372608257,,0.0,0.0,0.864406779661017,0.46,0.48484848484848486,0.1797752808988764,0.3333333333333333,0.1764705882352941,,0.5181571815718157,,,0.8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
FARM0121,0.4994337485843714,0.44164104738683346,1.0,0.3333333333333333,0.6000000000000001,0.9748741188318227,,1.0,0.0,0.10169491525423724,0.0,0.7676767676767677,0.7415730337078652,0.4444444444444444,0.4470588235294118,,0.743205574912892,,,0.28,0.0202020202020202,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FARM0122,0.493771234428086,0.450757977313686,0.8181818181818182,0.6666666666666666,0.0,0.17371601208459214,,1.0,0.0,0.7457627118644067,0.97,0.0202020202020202,0.10112359550561797,0.3333333333333333,0.15294117647058825,,0.7605884630274874,,,0.49,0.11111111111111112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
FARM0123,0.45866364665911663,0.9157214035831656,0.18181818181818182,0.5555555555555556,0.2,0.9580312185297079,,1.0,1.0,0.4237288135593219,0.75,0.43434343434343436,0.8651685393258426,0.6666666666666666,0.5294117647058822,,0.3557878435927217,,,0.71,0.8888888888888891,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
FARM0124,0.9558323895809739,0.8923990247005195,0.0,0.4444444444444444,0.2,0.05667170191339377,,0.0,1.0,0.06779661016949146,0.53,0.9292929292929294,0.7191011235955056,0.6666666666666666,0.5176470588235293,,0.6765776229190863,,,0.37,0.4545454545454546,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FARM0125,0.3261608154020385,0.5083218488285806,0.9090909090909092,0.0,1.0,0.5864300100704934,,0.0,1.0,0.30508474576271183,0.59,0.050505050505050504,0.0449438202247191,1.0,0.023529411764705882,,0.5300425861401471,,,0.97,0.19191919191919193,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
FARM0126,0.1381653454133635,0.7923248171313474,0.7272727272727273,0.7777777777777777,0.6000000000000001,0.515508559919436,,0.0,0.0,0.0,0.44,0.27272727272727276,0.6292134831460674,0.7777777777777777,0.6941176470588235,,0.36407278358497874,,,0.47000000000000003,0.7979797979797981,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FARM0127,0.24122310305775763,0.06964910420862927,0.36363636363636365,0.8888888888888888,1.0,0.6749999999999999,,0.0,0.0,0.7288135593220338,0.33,0.37373737373737376,0.9662921348314606,0.4444444444444444,0.588235294117647,,0.0,,,0.75,0.6666666666666667,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FARM0128,0.22536806342015853,0.4548923990247005,0.09090909090909091,0.0,0.6000000000000001,0.2786002014098691,,0.0,1.0,0.8474576271186439,0.9500000000000001,0.24242424242424243,0.9101123595505618,0.4444444444444444,0.5764705882352941,,0.562408052651955,,,0.37,0.010101010101010102,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FARM0129,0.5469988674971688,0.29004558464963426,0.18181818181818182,1.0,1.0,0.5462990936555892,,0.0,1.0,0.47457627118644063,0.52,0.7373737373737375,0.32584269662921345,0.8888888888888888,0.24705882352941178,,0.7290360046457607,,,0.97,0.20202020202020202,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
FARM0130,0.9207248018120044,1.0,0.8181818181818182,0.1111111111111111,0.6000000000000001,0.3813192346424975,,1.0,0.0,0.0847457627118644,0.36,0.6767676767676769,0.7640449438202246,0.6666666666666666,0.6823529411764706,,0.1281068524970964,,,0.58,0.010101010101010102,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FARM0131,0.7644394110985276,0.041874271175659915,0.6363636363636364,0.4444444444444444,1.0,0.8835095669687815,,0.0,0.0,0.6101694915254238,0.5,0.393939393939394,0.37078651685393255,1.0,0.30588235294117644,,0.39457994579945793,,,0.3,0.43434343434343436,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
FARM0132,0.4292185730464326,0.48075903742181697,0.18181818181818182,0.1111111111111111,0.0,0.036631419939577026,,0.0,1.0,0.7627118644067795,0.76,0.595959595959596,0.42696629213483145,0.8888888888888888,0.23529411764705882,,0.37936507936507935,,,0.5700000000000001,0.3434343434343435,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
FARM0133,0.8120045300113251,0.056185730944556346,0.09090909090909091,0.5555555555555556,0.2,0.754833836858006,,0.0,1.0,0.2542372881355932,0.15,0.27272727272727276,0.5168539325842696,0.7777777777777777,0.611764705882353,,0.8834688346883468,,,0.85,0.32323232323232326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
FARM0134,0.23669309173272934,0.3358422559101028,0.2727272727272727,0.2222222222222222,0.2,0.6510070493454179,,1.0,0.0,0.9322033898305085,0.23,0.5656565656565657,0.34831460674157305,0.4444444444444444,0.43529411764705883,,0.40778164924506394,,,0.66,0.26262626262626265,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
FARM0135,0.3691959229898074,0.2301494752464751,0.36363636363636365,0.7777777777777777,0.4,0.9903826787512587,,1.0,1.0,0.35593220338983056,0.85,0.9393939393939396,0.550561797752809,0.3333333333333333,0.39999999999999997,,0.5276422764227642,,,0.5700000000000001,0.7474747474747476,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
FARM0136,0.7802944507361268,0.8355772288773455,0.8181818181818182,0.0,0.8,0.8908106747230614,,0.0,0.0,0.9661016949152542,0.64,0.07070707070707072,0.7191011235955056,0.5555555555555556,0.4823529411764706,,0.7014711575687185,,,0.39,0.8282828282828284,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
FARM0137,0.2842582106455266,0.4944344323120958,0.9090909090909092,0.0,0.8,0.07087109768378647,,1.0,1.0,0.6440677966101694,0.42,0.09090909090909093,0.2696629213483146,0.5555555555555556,0.3411764705882353,,0.5007355787843593,,,0.33,0.29292929292929293,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FARM0138,0.8890147225368064,0.6383971165058836,0.6363636363636364,0.6666666666666666,1.0,0.5834340382678751,,0.0,1.0,0.5423728813559322,0.46,0.20202020202020202,0.6292134831460674,0.8888888888888888,0.6000000000000001,,0.4238869531552459,,,0.25,0.6767676767676769,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FARM0139,0.5266138165345413,0.7887204494858476,0.2727272727272727,0.4444444444444444,0.2,0.4616062437059416,,0.0,1.0,0.6779661016949151,0.26,0.7474747474747476,0.5056179775280898,1.0,0.43529411764705883,,0.7710801393728222,,,0.36,0.10101010101010102,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FARM0140,0.770101925254813,0.5136223894837274,0.09090909090909091,0.7777777777777777,0.4,0.3196878147029204,,1.0,1.0,0.32203389830508466,0.15,0.16161616161616163,0.21348314606741575,0.6666666666666666,0.25882352941176473,,0.6208672086720867,,,0.37,0.23232323232323232,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
